"created_at","full_text","categories","countries","operations","is_breaking"
"2026-03-21 14:30:01","BREAKING: Israeli broadcasting authority says that Iranian attack on Arad has resulted in the highest number of casualties since the war began","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2026-03-21 13:50:04","BREAKING: Mass casualty incident declared in Arad in Southern Israel after Iranian ballistic missile attack, with reports that dozens of people have been wounded.","military_operations;casualties_humanitarian","IL;IR","Iran Retaliation","TRUE"
"2026-03-21 13:20:02","BREAKING: Reports of casualties in southern Israel following Iranian ballistic missile attack","military_operations;casualties_humanitarian","IL;IR","Iran Retaliation","TRUE"
"2026-03-20 00:50:02","BREAKING: Iran announces that the spokesman for the Revolutionary Guards has been killed","casualties_humanitarian","IR","","TRUE"
"2026-03-18 14:40:08","BREAKING: Four Palestinian women killed in Iranian missile attack","military_operations;casualties_humanitarian","IR;PS","Iran Retaliation","TRUE"
"2026-03-18 03:30:03","BREAKING: Israeli military has killed Iran’s Intelligence Minister Esmail Khatib","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2026-03-17 02:50:02","BREAKING: Iranian security chief Ali Larijani has been killed, according to Israel's defense minister.","casualties_humanitarian","IL;IR","","TRUE"
"2026-03-17 02:10:02","BREAKING: Israeli military says it has killed the commander of Iran's Basij, Gholamreza Soleimani.","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2026-03-16 11:20:01","BREAKING: Spokesman and security chief of Hezbollah in Iraq has been killed in a US airstrike","military_operations;casualties_humanitarian","IQ;LB","","TRUE"
"2026-03-12 18:20:02","BREAKING: French soldier killed in drone attack against base in Iraq's Kurdistan region","military_operations;casualties_humanitarian","IQ","","TRUE"
"2026-03-12 14:30:02","BREAKING: Reports that French soldiers have been wounded in drone attack in Iraq's Kurdistan region","military_operations;casualties_humanitarian","IQ","","TRUE"
"2026-03-09 16:30:02","Israeli military says that over 1,900 Iranian military personnel have been killed in the war so far.","military_operations;casualties_humanitarian","IL;IR","","FALSE"
"2026-03-09 15:00:03","BREAKING: Israel's finance minister Smotrich says his son has been wounded in attack near border with Lebanon","casualties_humanitarian","IL;LB","","TRUE"
"2026-03-09 12:20:01","Lebanon's government says that 450,000 people are now displaced due to the war between Israel and Hezbollah.","military_operations;casualties_humanitarian","IL;LB","","FALSE"
"2026-03-09 03:00:02","One person has been killed in central Israel due to missile attack, raising its death toll since the war started to 11.","military_operations;casualties_humanitarian","IL","","FALSE"
"2026-03-08 12:40:02","BREAKING: US war death toll rises to 7 after service member died of injuries from Iranian attack on Saudi Arabia","military_operations;casualties_humanitarian","IR;SA","","TRUE"
"2026-03-08 04:20:02","BREAKING: Lebanon's health ministry says war death toll has risen to 394","casualties_humanitarian","LB","","TRUE"
"2026-03-07 16:30:02","BREAKING: 3 killed in targeted drone attack on Ramada hotel room in central Beirut","military_operations;casualties_humanitarian","LB","","TRUE"
"2026-03-07 10:20:02","BREKAING: Israeli media reports that assessments are that Mojtaba Khamenei is wounded, but still alive, after recent strike.","casualties_humanitarian","IL","","FALSE"
"2026-03-03 01:10:03","BREAKING: Iran says death toll from current conflict has risen to 787","casualties_humanitarian","IR","","TRUE"
"2026-03-02 13:10:02","BREAKING: US military death toll in Iran conflict rises to 6","military_operations;casualties_humanitarian","IR;US","","TRUE"
"2026-03-02 11:10:02","BREAKING: Lebanese health ministry says death toll from Israeli strikes has risen to 52","military_operations;casualties_humanitarian","IL;LB","","TRUE"
"2026-03-01 10:40:03","BREAKING: UAE says Iran's actions exposed civilians to danger with its attacks","casualties_humanitarian","IR","","TRUE"
"2026-02-28 13:50:03","MIDDLE EAST - Iran's Supreme Leader has been killed - Strikes decapitated much of Iran's political, military and security leadership - Israel and US call on Iranians to change government - Iranian missile and drone strikes continue to target Gulf states and Israel - Severe disruption to air and maritime traffic in the region - No losses of US personnel","military_operations;casualties_humanitarian","IL;IR","Op. Epic Fury;Iran Retaliation","FALSE"
"2026-02-28 12:30:01","BREAKING: Israeli military says it killed several top Iranian security officials including defense minister, most senior adviser to the president, the intelligence chief and head of military bureau.","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2026-02-28 11:20:02","MIDDLE EAST - Netanyahu says many signs that Iran's Supreme Leader has been eliminated - Iran says he is safe and in command - US says it has suffered no casualties so far - Ongoing Iranian missile and drone attacks against Israel and targets in Arab states in the Gulf - Widespread condemnation of Iranian attacks on targets in UAE, Qatar, Bahrain and Saudi Arabia - Disruption to maritime traffic in the Strait of Hormuz - Israel has reportedly suspended gas exports to Egypt","military_operations;casualties_humanitarian","IL;IR;SA","Op. Epic Fury;Iran Retaliation","FALSE"
"2026-02-28 10:40:02","The US military says damage from Iranian attacks have been minimal and no US personnel have been killed.","military_operations;casualties_humanitarian","IR;US","","FALSE"
"2026-02-28 09:40:05","BREAKING: Iran's defense minister Amir Nasirzadeh has been killed in Israeli strikes, according to Reuters report.","casualties_humanitarian","IL;IR","","TRUE"
"2026-02-28 03:00:03","BREAKING: Israeli media reports that assessments indicate the commander of the Revolutionary Guard Corps, Mohammad Pakpour, has been killed.","casualties_humanitarian","IL","","TRUE"
"2026-02-28 02:10:02","BREAKING: Senior Iranian Revolutionary Guards commanders and political officials among those killed in strikes, according to Reuters report.","casualties_humanitarian","IR","","TRUE"
"2026-02-25 12:00:03","BREAKING: Four people on US speedboat registered in Florida have been killed by Cuban coast guard after the vessel entered Cuban territorial waters","casualties_humanitarian","","","TRUE"
"2026-02-22 11:40:03","BREAKING: CBS reports that the US played a role in the operation that killed Mexican cartel figure El Mencho","military_operations;casualties_humanitarian","","","TRUE"
"2026-02-22 10:10:03","BREAKING: Leader of Mexico's CJNG cartel has been killed in an operation involving Mexico's army","military_operations;casualties_humanitarian","","","TRUE"
"2026-02-15 12:50:03","BREAKING: Four killed in Israeli strike in Lebanon","military_operations;casualties_humanitarian","IL;LB","","TRUE"
"2026-01-07 18:10:04","BREAKING: Venezuela's government says over 100 people were killed in US operation to capture Maduro","military_operations;casualties_humanitarian","VE","Op. Absolute Resolve","TRUE"
"2026-01-04 18:30:02","BREAKING: 32 Cubans were killed in US operation in Venezuela, according to Cuban government.","military_operations;casualties_humanitarian","VE","Op. Absolute Resolve","TRUE"
"2026-01-04 11:00:02","BREAKING: Death toll from US operation in Venezuela has risen to 80, according to New York Times report.","military_operations;casualties_humanitarian","VE","Op. Absolute Resolve","TRUE"
"2026-01-03 15:10:02","BREAKING: Venezuelan official says at least 40 people killed in US operation that led to capture of Maduro","military_operations;casualties_humanitarian","VE","Op. Absolute Resolve","TRUE"
"2026-01-01 12:30:02","BREAKING: Swiss bar death toll rises to 47","casualties_humanitarian","","","TRUE"
"2025-12-22 00:50:02","BREAKING: Russian general killed after detonation of device under his car in Moscow","casualties_humanitarian","RU","","TRUE"
"2025-12-14 13:10:01","BREAKING: The Telegraph reports that Israeli intelligence 'identifies Tehran as prime suspect in Sydney Hanukkah massacre'","casualties_humanitarian","IL;IR","","TRUE"
"2025-12-14 11:50:03","BREAKING: Death toll from Bondi Beach attack in Sydney rises to 16","military_operations;casualties_humanitarian","","","TRUE"
"2025-12-13 14:40:03","BREAKING: Mass shooting at Brown University in Rhode Island has been declared a mass casualty event","casualties_humanitarian","","","TRUE"
"2025-12-13 00:30:02","BREAKING: Death toll from Indonesia floods and landslides rises to over 1000","casualties_humanitarian","","","TRUE"
"2025-12-08 20:40:02","BREAKING: Six Pakistani soldiers killed in attack northwest of the country","casualties_humanitarian","PK","","TRUE"
"2025-12-06 23:30:02","🇮🇩 INDONESIA FLOODS - Over 900 people dead, hundreds still missing. - Over 100,000 homes destroyed - More than 800,000 people displaced - Over 600 people dead in Sri Lanka and over 276 people dead in Thailand","casualties_humanitarian","","","FALSE"
"2025-12-06 12:00:02","BREAKING: Death toll from Indonesia floods and landslides rises to over 916","casualties_humanitarian","","","TRUE"
"2025-12-03 00:50:01","BREAKING: Death toll from Indonesia floods and landslides rises to over 800","casualties_humanitarian","","","TRUE"
"2025-12-02 02:40:02","BREAKING: Death toll from Indonesia floods and landslides rises to 753","casualties_humanitarian","","","TRUE"
"2025-12-01 01:20:02","BREAKING: Hong Kong fire death toll rises to 151","casualties_humanitarian","","","TRUE"
"2025-11-30 22:30:03","BREAKING: Death toll from Indonesia floods and landslides rises to 500","casualties_humanitarian","","","TRUE"
"2025-11-30 02:50:02","BREAKING: Hong Kong fire death toll rises to 146","casualties_humanitarian","","","TRUE"
"2025-11-30 02:20:02","BREAKING: Death toll from Indonesia floods and landslides rises to 417","casualties_humanitarian","","","TRUE"
"2025-11-29 02:50:02","BREAKING: Death toll from Indonesia floods and landslides rises to 303","casualties_humanitarian","","","TRUE"
"2025-11-28 02:10:01","BREAKING: Death toll from Hong Kong apartment fire rises to 128, rescue efforts called off with about 200 people still missing.","casualties_humanitarian","","","TRUE"
"2025-11-27 16:30:03","JUST IN: Death toll from Hong Kong apartment fire rises to 94","casualties_humanitarian","","","FALSE"
"2025-11-27 14:30:03","JUST IN: Death toll from Hong Kong apartment fire rises to 83","casualties_humanitarian","","","FALSE"
"2025-11-26 23:20:02","BREAKING: Death toll from Hong Kong apartment fire rises to 55","casualties_humanitarian","","","TRUE"
"2025-11-22 20:30:02","JUST IN: Vietnam flood death toll rises to 90","casualties_humanitarian","","","FALSE"
"2025-11-05 13:20:03","JUST IN: Death toll from UPS plane crash in in Louisville, Kentucky rises to 11","casualties_humanitarian","","","FALSE"
"2025-09-28 14:20:02","BREAKING: Netanyahu says there is 'no starvation' in Gaza, rather there is 'deprivation', and that the military is 'taking a lot of care not to hurt civilians'.","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-09-15 13:10:03","BREAKING: Trump says new US strike killed 3 narco-terrorists from Venezuela.","military_operations;casualties_humanitarian","VE","","TRUE"
"2025-09-08 14:40:03","JUST IN: The UK government concludes that Israel is not committing genocide in Gaza","casualties_humanitarian","IL;PS","Op. Swords of Iron","FALSE"
"2025-09-08 13:30:02","BREAKING: Trump post about murder of Ukrainian refugee","casualties_humanitarian","UA","Russia-Ukraine War","TRUE"
"2025-09-08 01:00:03","BREAKING: Israeli media reports that four people have been killed in this morning's shooting attack in Jerusalem","military_operations;casualties_humanitarian","IL","","TRUE"
"2025-09-02 14:40:02","BREAKING: Trump has released a video showing US military conducting a strike on drug vessel leaving Venezuela and which left 11 narco-terrorists killed.","military_operations;casualties_humanitarian","US;VE","","TRUE"
"2025-09-02 03:50:02","BREAKING: Afghanistan earthquake death toll rises to over 1,400","casualties_humanitarian","","","TRUE"
"2025-09-01 15:00:02","BREAKING: Afghanistan earthquake death toll rises to over 1,000","casualties_humanitarian","","","TRUE"
"2025-09-01 02:00:01","BREAKING: Afghanistan earthquake death toll rises over 800","casualties_humanitarian","","","TRUE"
"2025-08-29 17:50:03","BREAKING: One Israeli soldier killed, 11 injured and four unaccounted for in Gaza incidents","casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-08-28 00:40:03","BREAKING: 10 people killed in Russian attack on Kyiv","military_operations;casualties_humanitarian","RU;UA","Russia-Ukraine War","TRUE"
"2025-08-25 02:30:03","BREAKING: Four journalists killed in Israeli strike on Nasser Hospital in Gaza, according to Associated Press report.","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-08-10 14:50:02","BREAKING: Seven people killed in Israeli strike on Al-Jazeera journalist tent in Gaza.","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-08-10 14:40:03","BREAKING: Reports that an entire team from Al-Jazeera has been killed in Israeli strike on Gaza City","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-07-29 03:10:02","BREAKING: Gaza health ministry says death toll since 7th of October, 2023, has risen to over 60,000.","casualties_humanitarian","PS","Op. Swords of Iron","TRUE"
"2025-07-27 02:30:04","JUST IN: Israeli military says it will implement 'tactical pause' in parts of Gaza to address humanitarian situation","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","FALSE"
"2025-07-26 14:00:05","BREAKING: Israeli forces intercept Handala humanitarian aid ship","casualties_humanitarian","IL","","TRUE"
"2025-07-24 20:00:01","BREAKING: 🇦🇺 Australia's Prime Minister Albanese says that the war in Gaza has 'gone beyond the world's worst fears' and that Israel's 'denial of aid and the killing of civilians, including children, seeking access to water and food cannot be defended or ignored'.","casualties_humanitarian","AU;IL;PS","Op. Swords of Iron","TRUE"
"2025-07-24 18:00:02","BREAKING: Thailand says that over 100,000 people have been displaced due to clashes with Cambodia","casualties_humanitarian","","","TRUE"
"2025-07-24 01:00:05","BREAKING: Thailand's army says Cambodian attacks have killed 9 civilians","casualties_humanitarian","","","TRUE"
"2025-07-07 14:40:04","BREAKING: Texas flood death toll has risen to 103","casualties_humanitarian","","","TRUE"
"2025-07-07 14:30:02","BREAKING: 5 Israeli soldiers killed in northern Gaza, according to Al-Jazeera report.","casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-07-07 14:10:04","BREAKING: 5 Israeli soldiers killed in northern Gaza","casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-07-07 12:50:01","BREAKING: Texas flood death toll has risen to 94","casualties_humanitarian","","","TRUE"
"2025-07-06 14:20:04","BREAKING: Texas flood death toll has risen to 78","casualties_humanitarian","","","TRUE"
"2025-07-06 13:20:02","BREAKING: Texas flood death toll has risen to 69","casualties_humanitarian","","","TRUE"
"2025-07-05 18:10:02","BREAKING: Texas flood death toll has risen to 51","casualties_humanitarian","","","TRUE"
"2025-07-05 16:10:02","BREAKING: Texas flood death toll has risen to 43","casualties_humanitarian","","","TRUE"
"2025-07-05 14:00:06","BREAKING: Texas flood death toll has risen to 32 people, including 18 adults and 14 children.","casualties_humanitarian","","","TRUE"
"2025-07-04 13:50:04","BREAKING: Death toll from Texas flooding rises to 13, with another 23 missing.","casualties_humanitarian","","","TRUE"
"2025-06-28 01:30:03","BREAKING: 13 Pakistani soldiers killed in suicide attack that targeted a military convoy","military_operations;casualties_humanitarian","PK","","TRUE"
"2025-06-23 20:40:04","BREAKING: Six people killed in latest Iranian ballistic missile strike, amid lack of clarity regarding ceasefire status.","military_operations;diplomacy_negotiations;casualties_humanitarian","IR","","TRUE"
"2025-06-23 20:20:02","BREAKING: Three people killed in latest Iranian ballistic missile strike","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-23 17:10:01","BREAKING: Israeli media reports another Iranian nuclear scientist has been killed in Israeli strike","nuclear;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-23 12:30:03","BREAKING: Iran coordinated missile attack US base in Qatar with Qatari officials and gave advanced notice in attempt to minimize casualties, according to New York Times report.","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-23 03:00:03","BREAKING: Israeli media reports that hundreds of members of Iranian Revolutionary Guards have been killed in strikes on Tehran","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-20 20:20:02","BREAKING: Israeli military says it has killed Aminpour Joudaki, commander of an Iranian drone brigade.","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-18 22:00:03","BREAKING: Reports that 3 people have been killed in latest Iranian missile attack on Tel Aviv","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-18 20:50:02","BREAKING: Hezbollah commander has been killed in an Israeli drone strike","military_operations;casualties_humanitarian","IL;LB","","TRUE"
"2025-06-16 23:20:02","BREAKING: Israel says it has killed Iranian top commander Ali Shadmani","casualties_humanitarian","IL;IR","","TRUE"
"2025-06-16 14:50:01","JUST IN: Iranian ballistic missile attack is over, with no known casualties.","military_operations;casualties_humanitarian","IR","","FALSE"
"2025-06-15 22:20:01","BREAKING: Death toll from latest Iranian ballistic missile attack rises to 5","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-15 17:30:04","BREAKING: Death toll from Iranian missile attack on Israel on Sunday morning has risen to nine, after two bodies recovered from the rubble.","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-15 14:40:02","JUST IN: The Israeli military instructs civilians to stay near protected areas amid possibility of another Iranian ballistic missile attack","military_operations;casualties_humanitarian","IL;IR","","FALSE"
"2025-06-15 09:30:03","BREAKING: Netanyahu says the Iranian Revolutionary Guards intelligence chief and his deputy were killed in Israeli strikes.","casualties_humanitarian","IL;IR","","TRUE"
"2025-06-15 05:10:03","JUST IN: Netanyahu says Iran will pay a very heavy price for killing civilians","casualties_humanitarian","IL;IR","","FALSE"
"2025-06-15 00:30:03","BREAKING: Israel issues evacuation order for all Iranian civilians near military factories","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-14 23:20:02","BREAKING: Death toll from Iranian ballistic missile attack rises to 14","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-14 22:30:03","BREAKING: 6 killed after Iranian missile hit apartment block in central Israel","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-14 22:20:01","BREAKING: Death toll from Iranian ballistic missile attack rises to 10","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-14 21:00:02","BREAKING: Death toll from Iran's ballistic missile attacks rises to 8","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-14 18:30:02","BREAKING: Over 100 wounded in latest Iranian ballistic missile attack","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-14 11:50:01","BREAKING: Israel threatens to strike Iranian strategic infrastructure if Iran attacks civilian areas","military_operations;casualties_humanitarian","IL;IR","12-Day War (IDF)","TRUE"
"2025-06-14 01:10:04","BREAKING: Iran says 60 people have been killed in a strike on a residential complex in Tehran","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-14 00:40:02","BREAKING: Iran confirms that senior military intelligence chief has been killed in Israeli strike","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-13 23:40:02","BREAKING: Israeli media report that Iranian missile attack death toll has risen to 3, with around 100 injured.","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-13 22:20:02","JUST IN: Air India plane crash death toll has risen to 279","casualties_humanitarian","","","FALSE"
"2025-06-13 21:50:02","BREAKING: Death toll from Iranian missile strikes rises to 3","military_operations;casualties_humanitarian","IR","","TRUE"
"2025-06-13 20:10:02","BREAKING: Person killed in Iranian ballistic missile strike south of Tel Aviv","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-13 02:10:01","BREAKING: Israel's defense minister says that most of Iran's air force leadership was killed while gathered in underground headquarters","military_operations;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-12 23:30:06","BREAKING: Israel evacuates and relocates civilian aircraft from Ben Gurion airport","casualties_humanitarian","IL","","TRUE"
"2025-06-12 22:30:09","BREAKING: Ali Shamikhani, a senior advisor to Iran's Supreme Leader and who was involved in nuclear talks, has been killed in Israeli strike.","nuclear;casualties_humanitarian","IL;IR","","TRUE"
"2025-06-12 04:40:02","BREAKING: Death toll from Air India plane crash rises to 170","casualties_humanitarian","","","TRUE"
"2025-06-12 03:50:04","BREAKING: Death toll from Air India plane crash rises to 133","casualties_humanitarian","","","TRUE"
"2025-05-19 13:30:02","BREAKING: Leaders of UK, Canada and France threaten 'concrete actions' if 'Israel does not cease the renewed military offensive and lift its restrictions on humanitarian aid'","military_operations;casualties_humanitarian","IL","","TRUE"
"2025-05-18 04:00:03","BREAKING: Israeli defense minister says Hamas chief in Gaza, Muhammad Sinwar, who succeeded his brother, has likely been killed.","military_operations;casualties_humanitarian","IL;PS","Op. Swords of Iron","TRUE"
"2025-05-08 03:00:03","BREAKING: Pakistan's information minister claims that between 40 and 50 Indian soldiers have been killed","casualties_humanitarian","PK","","TRUE"
"2025-05-06 21:30:05","BREAKING: Indian police official says that 10 people were killed in Pakistani shelling on Indian Kashmir","military_operations;casualties_humanitarian","PK","","TRUE"
"2025-05-06 14:20:03","BREAKING: Pakistan says all targets hit by India's military are civilian sites, not militant camps.","military_operations;casualties_humanitarian","PK","","TRUE"
"2025-04-09 20:50:04","BREAKING: Death toll from Santo Domingo nightclub roof collapse has risen to at least 184","casualties_humanitarian","","","TRUE"
"2025-04-02 17:40:02","BREAKING: 9 people killed in Israeli strike on southern Syria","military_operations;casualties_humanitarian","IL;SY","","TRUE"
"2025-04-01 11:30:03","BREAKING: Myanmar earthquake death toll rises to at least 2719","casualties_humanitarian","","","TRUE"
"2025-03-31 04:50:03","BREAKING: Myanmar earthquake death toll rises to at least 2056","casualties_humanitarian","","","TRUE"
"2025-03-30 02:50:02","BREAKING: Myanmar earthquake death toll rises to at least 1700","casualties_humanitarian","","","TRUE"
"2025-03-29 11:40:02","BREAKING: Myanmar earthquake death toll rises to at least 1644","casualties_humanitarian","","","TRUE"
"2025-03-28 22:20:01","BREAKING: Myanmar earthquake death toll rises to at least 1000","casualties_humanitarian","","","TRUE"
"2025-03-28 20:40:03","BREAKING: Myanmar earthquake death toll rises to at least 694","casualties_humanitarian","","","TRUE"
"2025-03-18 11:50:02","JUST IN: Pentagon is set to cut up to 60,000 civilian jobs","casualties_humanitarian","","","FALSE"
"2025-03-09 11:40:02","JUST IN: Syria’s president Ahmed al-Sharaa says 'anyone involved in civilian bloodshed' will be held accountable","casualties_humanitarian","SY","","FALSE"
"2025-02-06 03:10:03","JUST IN: Israelis defense minister says Spain and Ireland should take displaced Palestinians from Gaza","casualties_humanitarian","IL;PS","Op. Swords of Iron","FALSE"
"2025-01-31 17:40:03","BREAKING: Multiple casualties in Philadelphia plane crash","casualties_humanitarian","","","TRUE"
"2025-01-21 11:10:01","BREAKING: Turkey ski hotel death toll rises to 76","casualties_humanitarian","TR","","TRUE"
"2025-01-12 18:20:02","BREAKING: LA wildfires death toll rises to 24","casualties_humanitarian","","","TRUE"
"2025-01-11 15:50:02","BREAKING: Death toll from Los Angeles wildfires rises to 13","casualties_humanitarian","","","TRUE"
"2025-01-01 11:20:03","BREAKING: Death toll from New Orleans terror attack has risen to 15","casualties_humanitarian","","","TRUE"
"2024-12-25 12:00:02","BREAKING: Death toll from Azerbaijan Airlines plane crash rises to 38","casualties_humanitarian","","","TRUE"
"2024-12-16 22:30:02","BREAKING: Russian Lt. General Igor Kirillov killed in Moscow bomb blast","military_operations;casualties_humanitarian","RU","","TRUE"
"2024-12-10 00:10:04","BREAKING: Qatar announces 'air bridge' of humanitarian support to Syria","casualties_humanitarian","SY","","TRUE"
"2024-11-26 23:15:03","BREAKING: Lebanon's army tells displaced not to return to frontline villages until Israeli troops withdraw","military_operations;casualties_humanitarian","IL;LB","","TRUE"
"2024-11-19 03:05:22","BREAKING: 8 killed in stabbing attack at vocational school in eastern China","military_operations;casualties_humanitarian","CN","","TRUE"
"2023-06-28 10:35:01","BREAKING: Gunman opened fire and killed a guard outside US Consulate in Jeddah, Saudi Arabia, before being shot dead himself.","casualties_humanitarian","SA","","TRUE"
"2023-06-26 03:15:01","The AFP reports that nine civilians, including two children, killed in Russian airstrikes on a fruit and vegetable market in northwest Syria.","military_operations;casualties_humanitarian","RU;SY","","FALSE"
"2023-06-23 15:45:00","BREAKING: Wagner Group chief says Russia must be liberated from 'people who are killing civilians'","military_operations;casualties_humanitarian","RU","Russia-Ukraine War","TRUE"
"2023-06-23 08:20:01","BREAKING: Russia's Wagner Group chief says a 'huge' number of his forces were killed in attack by Russian military, vows revenge.","military_operations;casualties_humanitarian","RU","Russia-Ukraine War","TRUE"
