"incident_id","operation_name","operation_color","incident_title","date","date_sort_value","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","assessment","platform_or_unit","munitions_weapons","munitions_quantity","range_km","target_type","target_depth_hardening","military_kia_friendly","military_kia_enemy","civilian_kia","military_wia_friendly","personnel_deployed","aircraft_deployed","naval_vessels","result_outcome","nuclear_setback_assessment","economic_impact","intercepted_munitions","key_intelligence_notes","osint_sources","press_sources","think_tank_sources","tags","badge_colors","is_retaliation","is_covert","is_first_use","disputed"
"ir-damascus-embassy","Op. Northern Arrows","#ab47bc","Israeli Airstrike: Iranian Embassy (Damascus)","Apr 1 2024","-35","fighter","TRUE","31.21","35.01","Israel — Nevatim AFB","IAF F-15I Ra'am","33.51","36.29","Syria — Damascus","Iranian consulate/embassy annex","Israeli warplanes bombed Iran's diplomatic compound in Damascus on Apr 1, 2024, killing seven Iranian IRGC advisers (including three senior Quds Force commanders). The strike destroyed a consular building adjacent to Iran's embassy. Tehran condemned it as a terrorist act and vowed retaliation. Israel did not comment, but sources later indicated the operation was enabled by Israeli satellite and drone surveillance. This was Israel's first strike on Iran's main diplomatic mission in Damascus, significantly escalating Tehran's war posture.","","IAF F-15I Ra'am fighter squadron","GBU-39 SDB; Mk-84 bombs","Unknown","800","Diplomatic compound","Concrete (surface)","0","7","0","0","Unknown number of special forces support","4 (F-15I fighters)","0","Iranian consulate building destroyed; 7 IRGC generals killed; Hezbollah condemned and threatened reprisal","0 — Iranian nuclear programme unaffected","None","0","Satellite imagery confirms destruction; Reuters and Iran UN mission statements; unprecedented direct hit on Iran's embassy","Maxar (after-action satellite imagery)|https://www.maxar.com; H.I. Sutton (analysis of munitions)|https://www.hisutton.com","Reuters (Apr 2 2024)|https://www.reuters.com; BBC (Damascus strike report)|https://www.bbc.com; Times of Israel|https://www.timesofisrael.com","CSIS (Middle East security brief)|https://www.csis.org; IISS (regional conflicts report)|https://www.iiss.org","IRAN;ISRAEL;DIPLOMATIC FACILITY;F-15I;IRGC COMMANDER;TARGETED STRIKE;WAR CRIMES","purple;red;blue;blue;gold;red","TRUE","FALSE","TRUE","FALSE"
"ir-truepromise1","Op. Northern Arrows","#ab47bc","Iranian Salvo: Drones & Missiles at Israel (True Promise I)","Apr 13 2024","-34","missile","TRUE","35.69","51.39","Iran — Tehran (IRGC Bases)","IRGC Aerospace Force","31.77","34.65","Israel — Central plains","Air defense battery & military base","Iran launched a coordinated barrage of over 200 drones and missiles at Israel on Apr 13-14, 2024, its first direct strike on Israeli territory. The IRGC fired dozens of ground-to-ground missiles (including >10 cruise missiles) and scores of kamikaze UAVs. Israeli air defenses intercepted most threats; only light damage and one injury were reported (a 7-year-old girl). Iran said the attack was retaliation for an Israeli strike on its Damascus consulate. The strike modestly degraded an Israeli military site, prompting vows of significant response by Israel and international calls to contain escalation.","","IRGC Aerospace Force (Quds drones battalion)","Shahed-191 suicide drones; Zelzal-3 ballistic missiles; cruise missiles","300","1200","Military installation","Hardened (bunker)","Unknown","Unknown","0","0","0","Multiple launch batteries","0","One Israeli radar array lightly damaged, infrastructure largely intact; 99% of projectiles intercepted","0 — Israeli nuclear and economic infrastructure spared","~99% of drones/missiles intercepted (Israel claim)","Pre-set salvo for G7 time; first IRGC strike inside Israel; US intelligence and cooperation credited","Maxar (landing debris imagery); Planet Labs (launch pad imagery)","Reuters (Apr13-14 2024)|https://www.reuters.com; AP News (intercept stats)|https://apnews.com; Jerusalem Post (IDF briefing)|https://www.jpost.com","IISS (missile threat assessment Apr2024)|https://www.iiss.org; CSIS (Iran strike analysis)|https://www.csis.org","IRAN; ISRAEL; MISSILE; DRONE; CRUISE MISSILE; GROUND-TO-GROUND; CIVILIAN INJURY","purple;red;blue;blue;gold","TRUE","FALSE","TRUE","FALSE",""
"lb-haifa-pager","Op. Northern Arrows","#ab47bc","Hezbollah Rocket Salvo: Haifa Military Complex","Sep 22 2024","-18","missile","TRUE","33.27","35.20","Lebanon — South Lebanon border","Hezbollah missile battalion","32.82","34.99","Israel — Haifa","Haifa military industry site","Lebanon's Hezbollah launched rockets at Haifa on Sept 22, 2024, saying it targeted an Israeli military industry complex. The strike was in response to Israeli operations (the pager comms raid) against Hezbollah command nodes. No casualties were reported. Satellite and press analysis suggest a mix of mid-range rockets were fired from southern Lebanon. The attack marked a clear Hezbollah escalation into Israeli urban-industrial areas, increasing pressure on Israel's homeland defense. Israel later denied damage and stressed interception success.","","Hezbollah rocket units","Fateh-110 guided rocket (assessed)","6 (estimated)","100","Military-industrial facility","Hardened (underground facility)","0","0","0","0","0","0","0","Confirmed rocket impacts near Haifa arms factory; no reported casualties","0 — no known warship or nuclear site involved","None","0","Hezbollah claimed precision targeting of weapons factory; OSINT imagery shows blast patterns; significant psychological impact in Haifa","Planet Labs (impact site imagery)|https://www.planet.com; Oryx (munition ID)|https://www.oryxspioenkop.com","Reuters (Sep 22 2024)|https://www.reuters.com; Times of Israel (analysis)|https://www.timesofisrael.com","IISS (Lebanon conflict tracker Sep2024)|https://www.iiss.org; CSIS (Hezbollah capabilities report)|https://www.csis.org","LEBANON;ISRAEL;FATEH-110;ROCKET;HAIFA;MILITARY COMPLEX","purple;red;blue;gold","TRUE","FALSE","FALSE","FALSE"
"il-southern-lebanon-raid","Op. Northern Arrows","#ab47bc","IDF Special Ops: Southern Lebanon Ground Raids","Oct 1 2024","-17","sof","TRUE","33.24","35.55","Israel — Metula region","IDF Northern Command","33.15","35.15","Lebanon — Southern border","Hezbollah command hideouts","In a limited incursion on Oct 1, 2024, Israeli ground forces conducted targeted raids into southern Lebanon. The operations, backed by air force and artillery fire, struck Hezbollah positions in border villages near Israeli communities. No Israeli casualties were reported, and Hezbollah claimed its fighters repelled the attacks. These precision raids aimed to gather intelligence and degrade Hezbollah's frontline capabilities. They marked the first sustained Israeli ground movement across the Blue Line since Hezbollah fired rockets at Israeli border towns, significantly raising the stakes on the northern front.","","IDF Golani Brigade","Infantry; IDF short-range rockets","Unknown","10","Hezbollah positions","Field (mobile tents)","Unknown","Unknown","0","0","0","2 IDF infantry units","2 AH-64 Apache helicopters; 4 UAVs","0","Hezbollah small outposts hit; multiple antennas destroyed (IDF claim)","0 — no strategic escalation to nuclear threshold","None","0","Limited ops based on pinpoint intelligence; Israel signaled readiness for larger invasion; US alerts re Lebanon conflict","Maxar (before/after imagery of border strikes)|https://www.maxar.com; @phil_azhari (OSINT analysis)|https://twitter.com/phil_azhari","Reuters (Oct1 2024)|https://www.reuters.com; Israeli MoD statement","Soufan Center (Northern Front briefing Oct2024); IISS (Lebanon security report)","ISRAEL;HEZBOLLAH;LEBANON;RAID;GROUND;SPECIAL FORCES","purple;blue;red;gold","TRUE","FALSE","FALSE"
"ir-truepromise2","Op. Northern Arrows","#ab47bc","Iranian Ballistic Missiles at Israel (True Promise II)","Oct 1 2024","-17","missile","TRUE","35.69","51.39","Iran — various launch sites","IRGC Aerospace Force","31.77","34.65","Israel — Northern and Central regions","Civilian and military areas","Iran launched a volley of ~200 ballistic missiles at Israel on Oct 1, 2024 (early morning), Israel said. The strike, intended as revenge for Israel's Lebanon operations, saw IAF interceptors engage incoming missiles. Israel reported minimal damage and no casualties. The U.S. helped Israel thwart the attack. The barrage significantly escalated hostilities, as it was the largest direct Iranian attack on Israel to date. Israel warned of strong retaliation, marking a critical flashpoint in the Iran–Israel confrontation.","","IRGC Missile Brigades","Shahab-3 and Fateh-110 ballistic missiles","~200","1500","Mixed (civilian/military)","None","0","0","0","0","0","0","0","Several launch barracks and missile depots likely destroyed (Israel claim)","0 — no nuclear or energy sites struck","0","~90% interception (IAF claim)","Satellite imagery shows impacts in open fields; US intel cited for defense success; triggered White House condemnations","Maxar (impact sites in Israel)|https://www.maxar.com; Planet Labs (launch signatures)|https://www.planet.com","Reuters (Oct1 2024)|https://www.reuters.com; NYT (White House reaction)|https://www.nytimes.com","IISS (Middle East conflict timeline)|https://www.iiss.org; Brookings (analyst commentary)|https://www.brookings.edu","IRAN;ISRAEL;BALLISTIC MISSILE;INTERCEPT;ESCALATION","purple;red;blue;gold","TRUE","FALSE","FALSE","FALSE"
"il-strikes-iran","Op. Northern Arrows","#ab47bc","Israeli Air Offensive: Strikes on Iran (Operation Inherent Resolve)","Oct 25-26 2024","-12","fighter","TRUE","31.21","35.01","Israel — Nevatim AFB","IAF F-15I / F-16I fighter wings","35.07","44.40","Iran — Tehran/Ilam provinces","IRGC missile factories","Over Oct 25-26, 2024 Israel launched a major airstrike campaign deep into Iran. Strikes hit IRGC facilities near Tehran, Parchin missile complex, and sites in western Iran (Ilam, Khuzestan) with bunker-penetrating munitions. Iran reported limited damage and said it shot down or deterred the jets. The raids were explicitly retaliation for Iran's Oct 1 missile assault. This was the first massive Israeli aerial strike on Iran itself, signaling a severe escalation. Iran blamed Israeli light warheads and claimed minimal impact. Analysts noted damage to Parchin missile labs confirming hits.","","IAF F-15I / F-16I strike package","GBU-31/BLU-109 JDAMs; GBU-28 bunker-busters","12+ (est.)","1300","Military-industrial sites","Hardened bunkers","0","0","0","0","0","Dozens of fighter jets","0","Multiple IRGC missile production buildings destroyed; Iranian air defences engaged with little success","0 — avoided nuclear sites (by US request)","$50M+ facilities (ballistic missile engines)","0","New precedent of Israel striking Iranian homeland; precise targeting (Kharg island, Parchin) noted; U.S. liaison confirmed attack","Planet Labs (damage at Parchin)|https://www.planet.com; H.I. Sutton (munitions analysis)|https://www.hisutton.com","Reuters (Oct26 2024)|https://www.reuters.com; AP (report on strikes)|https://apnews.com","IISS (Iran nuclear issue report 2024)|https://www.iiss.org; CSIS (Israeli strike analysis)|https://www.csis.org","ISRAEL;IRAN;AIRSTRIKE;F-15I;IRGC;ESCALATION;MISSILE LABS","purple;red;blue;gold;red","TRUE","FALSE","FALSE","FALSE"
"lb-haifa-fadi","Op. Northern Arrows","#ab47bc","Hezbollah Fadi-1 Missiles: First Direct Hit on Haifa","Oct 7 2024","-16","missile","TRUE","33.55","35.55","Lebanon — East Lebanon border","Hezbollah Fadi-1 missile unit","32.82","34.99","Israel — Haifa","Urban neighborhoods","Hezbollah fired a barrage of Fadi-1 long-range missiles at northern Israel on Oct 7, 2024, the first direct attack on the city of Haifa. At least two rockets struck Haifa (27 km from Lebanon), causing building damage and wounding civilians, while others hit Tiberias. Israel intercepted several projectiles, but the attack demonstrated Hezbollah's ability to reach Israel's third-largest city. The IDF immediately launched counter-strikes on Hezbollah command infrastructure in Beirut and southern Lebanon. The event marked a new intensity in the cross-border war and prompted international appeals to prevent escalation.","","Hezbollah missile brigade (Fadi-1 battalion)","Fadi-1 surface-to-surface missile","4","30","Urban residential area","None","0","0","10","0","0","0","0","Damage to Haifa apartment blocks; 10 civilians wounded (roof shrapnel)","0 — no significant material loss","None","0","First time Hezbollah's guided rockets penetrated Haifa; video-confirmed impact (Reuters verified); IDF tracking trojan code signals","Planet Labs (Haifa blast site)|https://www.planet.com; Oryx (missile ID)|https://www.oryxspioenkop.com","Reuters (Oct7 2024)|https://www.reuters.com; IDF press release|https://www.idf.il; Times of Israel|https://www.timesofisrael.com","IISS (MENA analysis Oct2024)|https://www.iiss.org; CSIS (missile warfare report)|https://www.csis.org","LEBANON;ISRAEL;FADI-1;MISSILE;HAIFA;CIVILIAN CASUALTIES;ESCALATION","purple;red;gold;red","TRUE","FALSE","FALSE","FALSE"
"ss-lucas-debut","Task Force Scorpion Strike","#ff9800","LUCAS Combat Debut: First US One-Way Attack Drones vs. Iran","Feb 28, 2026","65","drone","true","29.5","47.6","US Army / CENTCOM AORR (Kuwait / Middle East)","Task Force Scorpion Strike — under SOCCENT","32.0","49.5","Iran — IRGC Command Nodes + Air Defense + Missile Sites","Multiple fixed military targets across western and central Iran","CENTCOM's Task Force Scorpion Strike (TFSS) deployed the Low-cost Unmanned Combat Attack System (LUCAS) in combat for the first time in history during Operation Epic Fury. Formed in December 2025 under SOCCENT after SecDef Hegseth directed 'Unleashing US Military Drone Dominance' in July 2025, TFSS employed ground-launched LUCAS drones against IRGC command and control nodes, air defense assets, missile launch infrastructure, and military airfields. The LUCAS is a reverse-engineered Shahed-136 built by Arizona-based SpektreWorks — a V-shaped delta-wing loitering munition powered by a DA-215 two-cylinder engine, ~10ft long, 8ft wingspan, ~$35,000 per unit. It features autonomous coordination, Starlink terminals enabling swarm networking, and can be launched via catapult, RATO, or vehicle-based systems. A LUCAS was first ship-launched from USS Santa Barbara (LCS) in December 2025. CENTCOM announced: 'These low-cost drones, modeled after Iran's Shahed drones, are now delivering American-made retribution.' A malfunction video of an early LUCAS launch circulated on social media but was unconfirmed by CENTCOM.","LUCAS is the US answer to the drone cost-exchange asymmetry that has favored Iran and Russia throughout the 2020s. At $35,000 per unit versus $4M+ for a Patriot PAC-3 interceptor, the US is now fielding mass-scale expendable munitions at cost parity with adversary systems. The deliberate irony of using reverse-engineered Iranian drones against Iran was intentional — a symbolic and strategic message. LUCAS's Starlink-enabled swarm coordination represents a step-change beyond the simple fixed-target Shahed, enabling dynamic targeting and autonomous cooperative strikes. The combat debut 8 months after public unveiling is a compression of the normal US acquisition timeline, signaling a new doctrine of rapid fielding under wartime conditions.","Task Force Scorpion Strike (TFSS) — SOCCENT","LUCAS (Low-cost Unmanned Combat Attack System) — SpektreWorks FLM-136 derivative","Undisclosed (squadron-scale)","~800 km (estimated, based on Shahed-136 baseline ~2000 km range)","IRGC C2 / air defense / missile infrastructure / military airfields","Surface — fixed military installations","0","Undisclosed","0","0","~15000 (total theater)","150+ (total theater)","13 DDGs (total theater)","First combat use confirmed — targets struck, BDA classified","N/A","Part of Brent +9% spike; broader Epic Fury economic impact","0 (offensive operation)","Reverse-engineered from captured Iranian Shahed-136; MUSIC mesh network enables swarm ops; Starlink terminals for dynamic targeting; Dec 2025 ship-launch test from USS Santa Barbara (LCS)","The War Zone (TFSS creation Dec 2025); DefenseScoop (LUCAS remains ready Mar 2026)","Military Times; Fox News; Task & Purpose; Reuters; Defense Scoop","Army Recognition; EurAsian Times; CSIS","LUCAS FIRST USE|DRONE SWARM|SHAHED CLONE|TASK FORCE SCORPION|SOCCENT|$35K DRONE","gold|green|orange|blue|blue|green","false","false","true","false"
"ss-ship-launch-test","Task Force Scorpion Strike","#ff9800","LUCAS Ship-Launch Test: USS Santa Barbara (LCS)","Dec 18, 2025","60","drone","true","26.5","57.0","USS Santa Barbara (LCS-32) — Persian Gulf","CENTCOM AOR — first ship-based LUCAS test","26.5","57.0","Persian Gulf — Test Range","Two weeks after TFSS announced; first naval LUCAS fire","Two weeks after CENTCOM announced Task Force Scorpion Strike, US Navy personnel test-fired a LUCAS drone from the Independence-class Littoral Combat Ship USS Santa Barbara (LCS-32) in the Persian Gulf — the first ship-based launch of the system. CENTCOM Commander Adm. Brad Cooper posted 'Bravo Zulu' on social media confirming the test. The launch demonstrated the potential for LCS vessels to serve as LUCAS motherships, extending LUCAS's reach into the maritime domain and setting conditions for sea-based one-way attack drone operations alongside Task Force 59 (maritime drone task force).","The combination of Task Force Scorpion Strike (land-based LUCAS) and Task Force 59 (sea-based autonomous systems) indicates CENTCOM is building an integrated, multi-domain drone strike network across the region. LCS vessels, previously criticized for limited combat utility, may find a new role as LUCAS launch platforms. Ship-based LUCAS deployment would enable strikes from sea approaches not covered by ground basing — significantly complicating Iranian targeting of launch sites.","Task Force Scorpion Strike + US Navy (CENTCOM AOR)","LUCAS (one-way attack drone)","1 (test)","~800 km (estimated)","Test range — demonstration","N/A","0","0","0","0","N/A","N/A","LCS USS Santa Barbara (LCS-32)","Test successful","N/A","N/A","N/A","Adm. Brad Cooper confirmed via CENTCOM social media; linked to broader CENTCOM drone network with Task Force 59","The War Zone; DefenseScoop","CENTCOM official release Dec 18 2025","N/A","LUCAS|LCS|NAVAL DRONE|TASK FORCE 59|FIRST SHIP LAUNCH|PRE-COMBAT PROOF","cyan|blue|orange|gold|green|blue","false","false","true","false"
"il-lebanon-hezbollah-march2026","Op. Roaring Lion","#ce93d8","IDF Offensive Campaign: Hezbollah Enters War (Op. Roaring Lion Northern Front)","Mar 2–4, 2026","83","fighter","true","32.0","35.0","Israel (IAF + IDF Northern Command)","Ramat David + multiple IAF bases; northern ground forces","33.87","35.5","Beirut (Dahiyeh) + Southern Lebanon + Beqaa Valley","Hezbollah military infrastructure, C2, communications, Radwan Force","Hezbollah broke the November 2024 ceasefire on March 1–2, 2026, firing missiles and drones at Israeli bases — Ramat David airbase, Camp Yitzhak, and the Meron monitoring base — declaring it was 'revenge for the blood of Supreme Leader Khamenei.' It was the first Hezbollah cross-border attack since the 2024 ceasefire. Israel responded with an immediate IDF offensive campaign across Lebanon. Within 48 hours: dozens of strikes hit Dahiyeh (south Beirut Hezbollah stronghold), southern Lebanon, and the Beqaa Valley. Hezbollah intelligence chief Hussein Makled was killed overnight Mar 2. Al-Manar TV headquarters and al-Nour radio station were struck. Israel issued evacuation orders to 50+ villages and 59 areas including Dahiyeh neighborhoods. IDF ground forces pushed into southern Lebanon in a new incursion on Mar 3, seizing 'strategic areas' and commanding high ground. Lebanon's army pulled back from at least 7 border positions. 30,000+ displaced. IDF Chief of Staff Zamir declared: 'We have begun an offensive campaign against Hezbollah. We are not just on defense, now we go on the offense.' Netanyahu authorized IDF to 'advance and take control of additional commanding areas in Lebanon.' Israel is calling up tens of thousands of reservists near the Lebanese border, fueling speculation of deeper ground invasion.","Hezbollah entered the war significantly weakened from the 2024 conflict — IDF had already eliminated 267+ operatives during the ceasefire period. Naim Qassem declined to join the June 2025 12-day war; his decision to enter in March 2026 reflects Iranian pressure post-Khamenei assassination. The IDF ground incursion follows a familiar pattern: use air strikes to suppress air defense and communications, then advance ground forces to buffer zone positions. Lebanon's government banning Hezbollah's military activities signals political fracture within Lebanon but Hezbollah dismissed it. The dual threat to Israel (Iran campaign + Lebanon front) is exactly the multi-front scenario the IDF had been planning for under Op. Roaring Lion. IDF COS Zamir confirmed: 'The IDF planned and is prepared to operate in multiple arenas simultaneously.'","IDF Northern Command + IAF","F-35I Adir; F-16I Sufa; F-15I Ra'am; air-launched PGMs; JDAM; SDB; artillery","Dozens of strikes (exact number undisclosed)","N/A","Hezbollah military HQ / C2 / communications / missile infrastructure / Radwan Force / intelligence apparatus","Surface — urban and semi-urban; reinforced Dahiyeh infrastructure","0","Hezbollah intel chief Hussein Makled (confirmed KIA); senior Radwan Force operatives","At least 52 killed, 154 injured in Lebanese strikes (state media, Mar 2)","0","Tens of thousands of reservists being called up","Multiple IAF squadrons","N/A","IDF offensive campaign ongoing; ground incursion in progress; Hezbollah ceasefire broken; 30,000+ displaced in Lebanon","N/A","N/A","N/A","Hezbollah broke Nov 2024 US-brokered ceasefire; Lebanon Army withdrew from 7+ border posts; Lebanese govt banned Hezbollah military activity (cabinet vote); Israel previously maintained 5 border posts in Lebanon citing Hezbollah non-disarmament; IDF pre-planned multi-front operation","Alma Research Center (monthly IDF Lebanon strike tracker Feb 2026); UNIFIL reports","Times of Israel; Al Jazeera; CNN; Axios; AFP; AP","Security Council Report (Mar 2026 monthly); IISS","HEZBOLLAH|CEASEFIRE BROKEN|DAHIYEH|GROUND INCURSION|BEIRUT|RADWAN FORCE|MULTI-FRONT|KHAMENEI REVENGE","red|red|red|orange|red|orange|gold|purple","true","false","false","false"
"il-lebanon-hzb-intel-chief","Op. Roaring Lion","#ce93d8","Targeted Strike: Hezbollah Intelligence Chief Hussein Makled Killed","Mar 2, 2026","83","sof","true","32.0","35.0","IDF (IAF — classified strike platform)","Precision airstrike on senior Hezbollah leadership","33.87","35.5","Beirut area — Hezbollah intelligence HQ location","Senior Hezbollah intelligence commander","Overnight March 2–3, 2026, Israel conducted a precision strike in the Beirut area killing Hussein Makled, identified by the IDF as the head of Hezbollah's intelligence headquarters. The IDF stated Makled was responsible for 'forming the intelligence picture using various intelligence collection tools to provide the Hezbollah terror organization with intelligence assessments regarding IDF troops and the State of Israel.' Simultaneously, the IDF struck a key Radwan Force operative in southern Lebanon. Defense Minister Katz publicly declared Hezbollah chief Naim Qassem 'a marked target for elimination.' Reports also indicated strikes were targeting Naim Qassem himself and Mohammad Raad (head of Hezbollah's parliamentary bloc) — Raad's whereabouts were unknown and his body was being searched for in rubble per Al Hadath.","Makled's elimination degrades Hezbollah's real-time intelligence on IDF movements — critical as Israel launches its ground incursion into southern Lebanon. Targeting the intelligence chief in the opening hours of an offensive is a deliberate pattern (see: 12-Day War opening salvo eliminating 40 IRGC commanders). Katz's public designation of Qassem as a 'marked target' signals an impending leadership decapitation attempt, following the same Roaring Lion doctrine applied to Khamenei. The simultaneous pursuit of Raad (political-military figure) suggests Israel is pursuing both military and political-military Hezbollah leadership simultaneously.","IDF / IAF (precision airstrike — platform classified)","Precision-guided munition (type classified)","1 (precision strike)","N/A","Hezbollah intelligence headquarters — senior commander","Urban — reinforced building, Beirut area","0","Hussein Makled (Hezbollah intelligence chief, confirmed KIA); Radwan Force operative in south Lebanon (KIA)","Civilians in vicinity (unknown — not reported separately)","0","N/A","IAF","N/A","Hezbollah intelligence chief killed; Radwan Force operative killed; Qassem designated 'marked target'; Raad status unknown","N/A","N/A","N/A","IDF pre-identified Makled as intelligence architecture lead; strike conducted within hours of Hezbollah entering war — indicates pre-planned target list was immediately activated upon Hezbollah fire","Times of Israel (confirmed IDF statement); Al Hadath (Raad body search)","Times of Israel; IDF official statement; Axios","N/A","MAKLED KIA|HEZBOLLAH INTELLIGENCE|DECAPITATION|QASSEM TARGETED|RAAD UNKNOWN","red|red|gold|red|orange","false","false","false","false"
"il-lebanon-prewar-strikes","Op. Roaring Lion","#ce93d8","IDF Pre-War Hezbollah Degradation: Nov 2024–Feb 2026 Ceasefire Strikes","Nov 2024–Feb 2026","55","fighter","true","32.0","35.0","Israel (IAF Northern Command)","Continuous ceasefire-period targeted elimination campaign","33.5","35.6","Southern Lebanon + Beqaa Valley + North of Litani","Hezbollah missile array, Radwan Unit, engineering infrastructure","During the November 2024–February 2026 ceasefire period, the IDF continued targeted strikes against Hezbollah across Lebanon on a near-daily basis, citing Hezbollah's failure to disarm and withdraw per the ceasefire terms. By the time Hezbollah entered the war in March 2026, the IDF had: eliminated 267+ Hezbollah operatives (confirmed via open source); killed 20 operatives in February 2026 alone (44 total strikes that month, a 50% decrease from January's 88 strikes); destroyed engineering vehicles used to rehabilitate terror infrastructure; targeted weapons depots in civilian areas (with advance warnings); struck rocket launchers and Radwan Unit camps; and maintained 5 border positions in Lebanese territory. February 2026 strikes included killing 8 Hezbollah missile force operatives in Beqaa Valley, including a 'commander' — one of the deadliest ceasefire-period strikes. Strike geography: south of Litani, north of Litani (increasing), and Beqaa Valley (consistent presence).","The IDF's continuous ceasefire-period degradation represents a sustained attrition campaign that significantly weakened Hezbollah before it re-entered open hostilities. Eliminating 267 operatives over 15 months — including missile array commanders, Radwan Unit officers, air defense personnel, and engineering department heads — systematically degraded Hezbollah's reconstitution effort. This established the conditions for the IDF's rapid offensive campaign response when Hezbollah fired in March 2026. The pattern mirrors IDF doctrine in Gaza: maintain constant pressure even under ceasefire conditions to prevent adversary reconstitution.","IDF Northern Command + IAF","Air-launched PGMs; JDAM; SDB","267+ operatives KIA across campaign; 44 strikes in Feb 2026 alone","N/A","Hezbollah missile array / Radwan Unit / engineering department / air defense / sector commanders","Surface — semi-rural and Beqaa Valley","0","267+ Hezbollah operatives (cumulative, Nov 2024–Feb 2026); 20 in Feb 2026","Undisclosed civilian casualties during campaign","0","N/A","Multiple IAF squadrons (persistent)","N/A","267+ Hezbollah operatives eliminated; Hezbollah missile and engineering arrays significantly degraded; Radwan Unit leadership attrited","N/A","N/A","N/A","Alma Research Center tracks confirmed eliminations via open source; IRGC officers personally briefing Hezbollah missile unit in Beqaa Valley (Times of Israel, pre-war); Hezbollah refused to disarm north of Litani throughout ceasefire; Israel held 5 border positions citing security concerns","Alma Research Center (monthly strike tracker — most comprehensive OSINT source for this campaign)","Times of Israel; AFP; AP","Security Council Report; UNIFIL reports","267 OPERATIVES|CEASEFIRE STRIKES|RADWAN UNIT|MISSILE ARRAY|CONTINUOUS ATTRITION|BEQAA VALLEY","red|orange|orange|red|gold|cyan","false","false","false","false"